,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,366615.62666666665,0.0,0.0,-365666.6666666667,0.0,0.0,0.0,0.0,0.0,-474.48,0.0,0.0,0.0,2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.4,0.0,0.0,0.0
1,0.0,3145.6266666666666,0.0,0.0,-2196.6666666666665,0.0,0.0,0.0,0.0,0.0,-474.48,0.0,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,6590.0,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.4,0.0,0.0
2,0.0,0.0,440996.6666666666,0.0,0.0,-2196.6666666666665,0.0,0.0,0.0,0.0,0.0,-219400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6590.0,0.0,-6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-365666.6666666667,0.0,0.0,731333.3333333334,0.0,0.0,-365666.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,-2196.6666666666665,0.0,0.0,4393.333333333333,0.0,0.0,-2196.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6590.0,0.0,-6590.0,0.0,6590.0,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,-2196.6666666666665,0.0,0.0,4393.333333333333,0.0,0.0,-2196.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6590.0,0.0,6590.0,0.0,-6590.0,0.0,-6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,-365666.6666666667,0.0,0.0,366615.62666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-474.48,0.0,0.0,0.0,2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0,2372.4,0.0
7,0.0,0.0,0.0,0.0,-2196.6666666666665,0.0,0.0,3145.6266666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-474.48,0.0,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6590.0,0.0,-6590.0,0.0,-2372.4,0.0,0.0,0.0,2372.4
8,0.0,0.0,0.0,0.0,0.0,-2196.6666666666665,0.0,0.0,440996.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-219400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6590.0,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-474.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183307.81333333335,0.0,0.0,0.0,-2372.4,0.0,-182833.33333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0
10,0.0,-474.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0633333333333,0.0,2372.4,0.0,1647.5,0.0,-274.5833333333333,0.0,0.0,0.0,1647.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0
11,0.0,0.0,-219400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219674.58333333334,0.0,-1647.5,0.0,0.0,0.0,-274.5833333333333,0.0,-1647.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.4,0.0,17083.30769230769,0.0,0.0,0.0,0.0,0.0,-1267.3076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7908.0,0.0,0.0
13,2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,-1647.5,0.0,28996.0,0.0,0.0,0.0,1647.5,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7908.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.5,0.0,0.0,0.0,14700.76923076923,0.0,-1647.5,0.0,0.0,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,-474.48,0.0,0.0,-182833.33333333334,0.0,0.0,0.0,0.0,0.0,183307.81333333335,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-474.48,0.0,0.0,-274.5833333333333,0.0,0.0,0.0,-1647.5,0.0,749.0633333333333,0.0,2372.4,0.0,-1647.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-219400.0,0.0,0.0,-274.5833333333333,0.0,1647.5,0.0,0.0,0.0,219674.58333333334,0.0,1647.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0,0.0,-1267.3076923076924,0.0,0.0,0.0,2372.4,0.0,17083.30769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7908.0
19,0.0,0.0,0.0,0.0,0.0,0.0,2372.4,0.0,0.0,0.0,0.0,-1647.5,0.0,6590.0,0.0,-2372.4,0.0,1647.5,0.0,28996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7908.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.5,0.0,0.0,0.0,6590.0,0.0,-1647.5,0.0,0.0,0.0,14700.76923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,-6590.0,0.0,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26360.0,0.0,13180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,6590.0,0.0,0.0,-6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26360.0,0.0,13180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,-6590.0,0.0,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13180.0,0.0,26360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,6590.0,0.0,0.0,-6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13180.0,0.0,26360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,-6590.0,0.0,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26360.0,0.0,13180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,6590.0,0.0,0.0,-6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26360.0,0.0,13180.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,-6590.0,0.0,0.0,6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13180.0,0.0,26360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,6590.0,0.0,0.0,-6590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13180.0,0.0,26360.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15816.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15816.0,0.0,0.0,0.0,0.0
33,2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0,7908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15816.0,0.0,0.0,0.0
34,0.0,2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,-7908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15816.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,0.0,0.0,7908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15816.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2372.4,0.0,-7908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15816.0
